"data";"diga_id";"diga_nome";"invaso_capacita_mln_m3"
"2011-12-31";"7";"DON STURZO (OGLIASTRO)";"50.47"
"2012-01-31";"7";"DON STURZO (OGLIASTRO)";"55.00"
"2012-02-29";"7";"DON STURZO (OGLIASTRO)";"70.30"
"2012-04-01";"7";"DON STURZO (OGLIASTRO)";"72.60"
"2012-05-01";"7";"DON STURZO (OGLIASTRO)";"73.62"
"2012-06-01";"7";"DON STURZO (OGLIASTRO)";"72.04"
"2012-07-01";"7";"DON STURZO (OGLIASTRO)";"65.14"
"2012-08-01";"7";"DON STURZO (OGLIASTRO)";"54.53"
"2012-09-01";"7";"DON STURZO (OGLIASTRO)";"43.14"
"2012-10-01";"7";"DON STURZO (OGLIASTRO)";"37.25"
"2012-10-31";"7";"DON STURZO (OGLIASTRO)";"34.36"
"2012-11-30";"7";"DON STURZO (OGLIASTRO)";"35.12"
"2012-12-31";"7";"DON STURZO (OGLIASTRO)";"35.60"
"2013-01-31";"7";"DON STURZO (OGLIASTRO)";"37.87"
"2013-02-28";"7";"DON STURZO (OGLIASTRO)";"38.93"
"2013-04-01";"7";"DON STURZO (OGLIASTRO)";"41.16"
"2013-05-01";"7";"DON STURZO (OGLIASTRO)";"47.93"
"2013-06-01";"7";"DON STURZO (OGLIASTRO)";"47.62"
"2013-07-01";"7";"DON STURZO (OGLIASTRO)";"42.88"
"2013-08-01";"7";"DON STURZO (OGLIASTRO)";"35.39"
"2013-09-01";"7";"DON STURZO (OGLIASTRO)";"27.05"
"2013-10-01";"7";"DON STURZO (OGLIASTRO)";"25.29"
"2013-10-31";"7";"DON STURZO (OGLIASTRO)";"23.25"
"2013-11-30";"7";"DON STURZO (OGLIASTRO)";"22.35"
"2013-12-31";"7";"DON STURZO (OGLIASTRO)";"23.84"
"2014-01-31";"7";"DON STURZO (OGLIASTRO)";"26.64"
"2014-02-28";"7";"DON STURZO (OGLIASTRO)";"37.56"
"2014-04-01";"7";"DON STURZO (OGLIASTRO)";"39.72"
"2014-05-01";"7";"DON STURZO (OGLIASTRO)";"40.30"
"2014-06-01";"7";"DON STURZO (OGLIASTRO)";"40.10"
"2014-07-01";"7";"DON STURZO (OGLIASTRO)";"38.28"
"2014-08-01";"7";"DON STURZO (OGLIASTRO)";"29.49"
"2014-09-01";"7";"DON STURZO (OGLIASTRO)";"23.14"
"2014-10-01";"7";"DON STURZO (OGLIASTRO)";"19.63"
"2014-10-31";"7";"DON STURZO (OGLIASTRO)";"19.44"
"2014-11-30";"7";"DON STURZO (OGLIASTRO)";"20.30"
"2014-12-31";"7";"DON STURZO (OGLIASTRO)";"20.86"
"2015-01-31";"7";"DON STURZO (OGLIASTRO)";"23.34"
"2015-02-28";"7";"DON STURZO (OGLIASTRO)";"49.37"
"2015-04-01";"7";"DON STURZO (OGLIASTRO)";"61.38"
"2015-05-01";"7";"DON STURZO (OGLIASTRO)";"61.47"
"2015-06-01";"7";"DON STURZO (OGLIASTRO)";"61.10"
"2015-07-01";"7";"DON STURZO (OGLIASTRO)";"59.80"
"2015-08-01";"7";"DON STURZO (OGLIASTRO)";"52.80"
"2015-09-01";"7";"DON STURZO (OGLIASTRO)";"45.09"
"2015-10-01";"7";"DON STURZO (OGLIASTRO)";"41.49"
"2015-10-31";"7";"DON STURZO (OGLIASTRO)";"45.44"
"2015-11-30";"7";"DON STURZO (OGLIASTRO)";"47.66"
"2015-12-31";"7";"DON STURZO (OGLIASTRO)";"48.65"
"2016-01-31";"7";"DON STURZO (OGLIASTRO)";"50.77"
"2016-02-29";"7";"DON STURZO (OGLIASTRO)";"52.04"
"2016-04-01";"7";"DON STURZO (OGLIASTRO)";"54.37"
"2016-05-01";"7";"DON STURZO (OGLIASTRO)";"54.57"
"2016-06-01";"7";"DON STURZO (OGLIASTRO)";"54.33"
"2016-07-01";"7";"DON STURZO (OGLIASTRO)";"50.85"
"2016-08-01";"7";"DON STURZO (OGLIASTRO)";"41.99"
"2016-09-01";"7";"DON STURZO (OGLIASTRO)";"33.14"
"2016-10-01";"7";"DON STURZO (OGLIASTRO)";"30.29"
"2016-10-31";"7";"DON STURZO (OGLIASTRO)";"26.76"
"2016-11-30";"7";"DON STURZO (OGLIASTRO)";"27.39"
"2016-12-31";"7";"DON STURZO (OGLIASTRO)";"27.91"
"2017-01-31";"7";"DON STURZO (OGLIASTRO)";"32.49"
"2017-02-28";"7";"DON STURZO (OGLIASTRO)";"36.91"
"2017-04-01";"7";"DON STURZO (OGLIASTRO)";"38.07"
"2017-05-01";"7";"DON STURZO (OGLIASTRO)";"38.21"
"2017-06-01";"7";"DON STURZO (OGLIASTRO)";"37.77"
"2017-07-01";"7";"DON STURZO (OGLIASTRO)";"33.32"
"2017-08-01";"7";"DON STURZO (OGLIASTRO)";"25.41"
"2017-09-01";"7";"DON STURZO (OGLIASTRO)";"20.80"
"2017-10-01";"7";"DON STURZO (OGLIASTRO)";"18.89"
"2017-10-31";"7";"DON STURZO (OGLIASTRO)";"18.05"
"2017-11-30";"7";"DON STURZO (OGLIASTRO)";"17.50"
"2017-12-31";"7";"DON STURZO (OGLIASTRO)";"17.57"
"2018-01-31";"7";"DON STURZO (OGLIASTRO)";"17.88"
"2018-02-28";"7";"DON STURZO (OGLIASTRO)";"19.01"
"2018-04-01";"7";"DON STURZO (OGLIASTRO)";"20.09"
"2018-05-01";"7";"DON STURZO (OGLIASTRO)";"20.48"
"2018-06-01";"7";"DON STURZO (OGLIASTRO)";"23.51"
"2018-07-01";"7";"DON STURZO (OGLIASTRO)";"26.73"
"2018-08-01";"7";"DON STURZO (OGLIASTRO)";"23.87"
"2018-09-01";"7";"DON STURZO (OGLIASTRO)";"26.81"
"2018-10-01";"7";"DON STURZO (OGLIASTRO)";"25.22"
"2018-10-31";"7";"DON STURZO (OGLIASTRO)";"39.86"
"2018-11-30";"7";"DON STURZO (OGLIASTRO)";"48.65"
"2018-12-31";"7";"DON STURZO (OGLIASTRO)";"49.84"
"2019-01-31";"7";"DON STURZO (OGLIASTRO)";"54.53"
"2019-02-28";"7";"DON STURZO (OGLIASTRO)";"57.10"
"2019-04-01";"7";"DON STURZO (OGLIASTRO)";"56.96"
"2019-05-01";"7";"DON STURZO (OGLIASTRO)";"57.38"
"2019-06-01";"7";"DON STURZO (OGLIASTRO)";"57.15"
"2019-07-01";"7";"DON STURZO (OGLIASTRO)";"54.70"
"2019-08-01";"7";"DON STURZO (OGLIASTRO)";"47.36"
"2019-09-01";"7";"DON STURZO (OGLIASTRO)";"40.62"
"2019-10-01";"7";"DON STURZO (OGLIASTRO)";"41.22"
"2019-10-31";"7";"DON STURZO (OGLIASTRO)";"41.03"
"2019-11-30";"7";"DON STURZO (OGLIASTRO)";"54.79"
"2019-12-31";"7";"DON STURZO (OGLIASTRO)";"56.03"
"2020-01-31";"7";"DON STURZO (OGLIASTRO)";"56.57"
"2020-02-29";"7";"DON STURZO (OGLIASTRO)";"56.67"
"2020-04-01";"7";"DON STURZO (OGLIASTRO)";"58.55"
"2020-05-01";"7";"DON STURZO (OGLIASTRO)";"58.73"
"2020-06-01";"7";"DON STURZO (OGLIASTRO)";"58.17"
"2020-07-01";"7";"DON STURZO (OGLIASTRO)";"55.04"
"2020-08-01";"7";"DON STURZO (OGLIASTRO)";"48.91"
"2020-09-01";"7";"DON STURZO (OGLIASTRO)";"42.80"
"2020-10-01";"7";"DON STURZO (OGLIASTRO)";"37.77"
"2020-10-31";"7";"DON STURZO (OGLIASTRO)";"35.98"
"2020-11-30";"7";"DON STURZO (OGLIASTRO)";"34.50"
"2020-12-31";"7";"DON STURZO (OGLIASTRO)";"37.28"
"2021-01-31";"7";"DON STURZO (OGLIASTRO)";"38.32"
"2021-02-28";"7";"DON STURZO (OGLIASTRO)";"38.97"
"2021-04-01";"7";"DON STURZO (OGLIASTRO)";"41.30"
"2021-05-01";"7";"DON STURZO (OGLIASTRO)";"41.52"
"2006-12-31";"8";"FANACO";"4.95"
"2007-01-31";"8";"FANACO";"3.91"
"2007-02-28";"8";"FANACO";"3.55"
"2007-04-01";"8";"FANACO";"6.43"
"2007-05-01";"8";"FANACO";"9.16"
"2007-06-01";"8";"FANACO";"9.07"
"2007-07-01";"8";"FANACO";"8.17"
"2007-08-01";"8";"FANACO";"6.69"
"2007-09-01";"8";"FANACO";"4.87"
"2007-10-01";"8";"FANACO";"3.73"
"2007-10-31";"8";"FANACO";"2.53"
"2007-11-30";"8";"FANACO";"2.00"
"2007-12-31";"8";"FANACO";"2.00"
"2008-01-31";"8";"FANACO";"4.14"
"2008-02-29";"8";"FANACO";"4.45"
"2008-04-01";"8";"FANACO";"6.22"
"2008-05-01";"8";"FANACO";"6.57"
"2008-06-01";"8";"FANACO";"6.25"
"2008-07-01";"8";"FANACO";"5.53"
"2008-08-01";"8";"FANACO";"4.30"
"2008-09-01";"8";"FANACO";"2.75"
"2008-10-01";"8";"FANACO";"1.80"
"2008-10-31";"8";"FANACO";"1.30"
"2008-11-30";"8";"FANACO";"1.00"
"2008-12-31";"8";"FANACO";"1.70"
"2009-01-31";"8";"FANACO";"11.82"
"2009-02-28";"8";"FANACO";"16.68"
"2009-04-01";"8";"FANACO";"19.30"
"2009-05-01";"8";"FANACO";"19.21"
"2009-06-01";"8";"FANACO";"18.81"
"2009-07-01";"8";"FANACO";"17.85"
"2009-08-01";"8";"FANACO";"16.62"
"2009-09-01";"8";"FANACO";"15.10"
"2009-10-01";"8";"FANACO";"14.03"
"2009-10-31";"8";"FANACO";"16.45"
"2009-11-30";"8";"FANACO";"17.04"
"2009-12-31";"8";"FANACO";"18.57"
"2010-01-31";"8";"FANACO";"19.58"
"2010-02-28";"8";"FANACO";"19.28"
"2010-04-01";"8";"FANACO";"19.28"
"2010-05-01";"8";"FANACO";"19.18"
"2010-06-01";"8";"FANACO";"18.61"
"2010-07-01";"8";"FANACO";"17.51"
"2010-08-01";"8";"FANACO";"16.00"
"2010-09-01";"8";"FANACO";"14.27"
"2010-10-01";"8";"FANACO";"12.95"
"2010-10-31";"8";"FANACO";"12.26"
"2010-11-30";"8";"FANACO";"12.54"
"2010-12-31";"8";"FANACO";"12.23"
"2011-01-31";"8";"FANACO";"12.07"
"2011-02-28";"8";"FANACO";"16.00"
"2011-04-01";"8";"FANACO";"19.29"
"2011-05-01";"8";"FANACO";"19.16"
"2011-06-01";"8";"FANACO";"18.83"
"2011-07-01";"8";"FANACO";"18.15"
"2011-08-01";"8";"FANACO";"16.51"
"2011-09-01";"8";"FANACO";"14.87"
"2011-10-01";"8";"FANACO";"13.38"
"2011-10-31";"8";"FANACO";"11.95"
"2011-11-30";"8";"FANACO";"10.72"
"2011-12-31";"8";"FANACO";"10.25"
"2012-01-31";"8";"FANACO";"10.63"
"2012-02-29";"8";"FANACO";"17.08"
"2012-04-01";"8";"FANACO";"19.19"
"2012-05-01";"8";"FANACO";"19.12"
"2012-06-01";"8";"FANACO";"18.41"
"2012-07-01";"8";"FANACO";"17.28"
"2012-08-01";"8";"FANACO";"15.60"
"2012-09-01";"8";"FANACO";"13.85"
"2012-10-01";"8";"FANACO";"12.09"
"2012-10-31";"8";"FANACO";"10.79"
"2012-11-30";"8";"FANACO";"9.41"
"2012-12-31";"8";"FANACO";"9.57"
"2013-01-31";"8";"FANACO";"16.39"
"2013-02-28";"8";"FANACO";"19.35"
"2013-04-01";"8";"FANACO";"19.33"
"2013-05-01";"8";"FANACO";"19.23"
"2013-06-01";"8";"FANACO";"18.92"
"2013-07-01";"8";"FANACO";"18.15"
"2013-08-01";"8";"FANACO";"17.00"
"2013-09-01";"8";"FANACO";"15.61"
"2013-10-01";"8";"FANACO";"14.49"
"2013-10-31";"8";"FANACO";"13.09"
"2013-11-30";"8";"FANACO";"11.97"
"2013-12-31";"8";"FANACO";"11.76"
"2014-01-31";"8";"FANACO";"14.60"
"2014-02-28";"8";"FANACO";"19.22"
"2014-04-01";"8";"FANACO";"19.31"
"2014-05-01";"8";"FANACO";"19.20"
"2014-06-01";"8";"FANACO";"18.72"
"2014-07-01";"8";"FANACO";"17.59"
"2014-08-01";"8";"FANACO";"16.14"
"2014-09-01";"8";"FANACO";"14.58"
"2014-10-01";"8";"FANACO";"12.90"
"2014-10-31";"8";"FANACO";"11.04"
"2014-11-30";"8";"FANACO";"9.21"
"2014-12-31";"8";"FANACO";"7.75"
"2015-01-31";"8";"FANACO";"11.46"
"2015-02-28";"8";"FANACO";"19.42"
"2015-04-01";"8";"FANACO";"19.26"
"2015-05-01";"8";"FANACO";"19.10"
"2015-06-01";"8";"FANACO";"18.79"
"2015-07-01";"8";"FANACO";"18.12"
"2015-08-01";"8";"FANACO";"16.83"
"2015-09-01";"8";"FANACO";"15.24"
"2015-10-01";"8";"FANACO";"13.62"
"2015-10-31";"8";"FANACO";"14.24"
"2015-11-30";"8";"FANACO";"13.77"
"2015-12-31";"8";"FANACO";"13.17"
"2016-01-31";"8";"FANACO";"12.60"
"2016-02-29";"8";"FANACO";"13.59"
"2016-04-01";"8";"FANACO";"15.77"
"2016-05-01";"8";"FANACO";"15.51"
"2016-06-01";"8";"FANACO";"14.25"
"2016-07-01";"8";"FANACO";"12.59"
"2016-08-01";"8";"FANACO";"10.78"
"2016-09-01";"8";"FANACO";"8.80"
"2016-10-01";"8";"FANACO";"7.04"
"2016-10-31";"8";"FANACO";"5.31"
"2016-11-30";"8";"FANACO";"5.80"
"2016-12-31";"8";"FANACO";"4.81"
"2017-01-31";"8";"FANACO";"10.85"
"2017-02-28";"8";"FANACO";"14.95"
"2017-04-01";"8";"FANACO";"15.26"
"2017-05-01";"8";"FANACO";"15.46"
"2017-06-01";"8";"FANACO";"14.80"
"2017-07-01";"8";"FANACO";"13.71"
"2017-08-01";"8";"FANACO";"12.15"
"2017-09-01";"8";"FANACO";"10.32"
"2017-10-01";"8";"FANACO";"8.71"
"2017-10-31";"8";"FANACO";"7.36"
"2017-11-30";"8";"FANACO";"6.25"
"2017-12-31";"8";"FANACO";"4.90"
"2018-01-31";"8";"FANACO";"4.11"
"2018-02-28";"8";"FANACO";"7.79"
"2018-04-01";"8";"FANACO";"11.40"
"2018-05-01";"8";"FANACO";"12.56"
"2018-06-01";"8";"FANACO";"13.36"
"2018-07-01";"8";"FANACO";"12.95"
"2018-08-01";"8";"FANACO";"11.73"
"2018-09-01";"8";"FANACO";"10.68"
"2018-10-01";"8";"FANACO";"9.57"
"2018-10-31";"8";"FANACO";"8.80"
"2018-11-30";"8";"FANACO";"15.31"
"2018-12-31";"8";"FANACO";"16.23"
"2019-01-31";"8";"FANACO";"19.32"
"2019-02-28";"8";"FANACO";"19.19"
"2019-04-01";"8";"FANACO";"19.14"
"2019-05-01";"8";"FANACO";"19.02"
"2019-06-01";"8";"FANACO";"18.31"
"2019-07-01";"8";"FANACO";"17.58"
"2019-08-01";"8";"FANACO";"15.71"
"2019-09-01";"8";"FANACO";"13.91"
"2019-10-01";"8";"FANACO";"12.20"
"2019-10-31";"8";"FANACO";"10.58"
"2019-11-30";"8";"FANACO";"13.18"
"2019-12-31";"8";"FANACO";"17.61"
"2020-01-31";"8";"FANACO";"18.33"
"2020-02-29";"8";"FANACO";"17.92"
"2020-04-01";"8";"FANACO";"18.57"
"2020-05-01";"8";"FANACO";"18.63"
"2020-06-01";"8";"FANACO";"17.53"
"2020-07-01";"8";"FANACO";"15.70"
"2020-08-01";"8";"FANACO";"13.76"
"2020-09-01";"8";"FANACO";"11.62"
"2020-10-01";"8";"FANACO";"10.02"
"2020-10-31";"8";"FANACO";"8.15"
"2020-11-30";"8";"FANACO";"6.55"
"2020-12-31";"8";"FANACO";"6.48"
"2021-01-31";"8";"FANACO";"6.69"
"2021-02-28";"8";"FANACO";"8.24"
"2021-04-01";"8";"FANACO";"9.09"
"2021-05-01";"8";"FANACO";"9.13"
"2006-12-31";"9";"GORGO LAGO";"1.25"
"2007-01-31";"9";"GORGO LAGO";"1.25"
"2007-02-28";"9";"GORGO LAGO";"1.23"
"2007-04-01";"9";"GORGO LAGO";"1.24"
"2007-05-01";"9";"GORGO LAGO";"1.23"
"2007-06-01";"9";"GORGO LAGO";"1.14"
"2007-07-01";"9";"GORGO LAGO";"1.03"
"2007-08-01";"9";"GORGO LAGO";"0.82"
"2007-09-01";"9";"GORGO LAGO";"0.82"
"2007-10-01";"9";"GORGO LAGO";"0.56"
"2007-10-31";"9";"GORGO LAGO";"0.52"
"2007-11-30";"9";"GORGO LAGO";"0.51"
"2007-12-31";"9";"GORGO LAGO";"0.54"
"2008-01-31";"9";"GORGO LAGO";"0.55"
"2008-02-29";"9";"GORGO LAGO";"0.57"
"2008-04-01";"9";"GORGO LAGO";"0.57"
"2008-05-01";"9";"GORGO LAGO";"0.53"
"2008-06-01";"9";"GORGO LAGO";"0.47"
"2008-07-01";"9";"GORGO LAGO";"0.69"
"2008-08-01";"9";"GORGO LAGO";"0.44"
"2008-09-01";"9";"GORGO LAGO";"0.34"
"2008-10-01";"9";"GORGO LAGO";"0.28"
"2008-10-31";"9";"GORGO LAGO";"0.26"
"2008-11-30";"9";"GORGO LAGO";"0.25"
"2008-12-31";"9";"GORGO LAGO";"0.26"
"2009-01-31";"9";"GORGO LAGO";"0.44"
"2009-02-28";"9";"GORGO LAGO";"0.99"
"2009-04-01";"9";"GORGO LAGO";"1.15"
"2009-05-01";"9";"GORGO LAGO";"1.16"
"2009-06-01";"9";"GORGO LAGO";"1.28"
"2009-07-01";"9";"GORGO LAGO";"1.17"
"2009-08-01";"9";"GORGO LAGO";"0.99"
"2009-09-01";"9";"GORGO LAGO";"0.82"
"2009-10-01";"9";"GORGO LAGO";"0.78"
"2009-10-31";"9";"GORGO LAGO";"0.81"
"2009-11-30";"9";"GORGO LAGO";"0.78"
"2009-12-31";"9";"GORGO LAGO";"0.76"
"2010-01-31";"9";"GORGO LAGO";"0.78"
"2010-02-28";"9";"GORGO LAGO";"0.79"
"2010-04-01";"9";"GORGO LAGO";"0.79"
"2010-05-01";"9";"GORGO LAGO";"0.75"
"2010-06-01";"9";"GORGO LAGO";"0.95"
"2010-07-01";"9";"GORGO LAGO";"1.48"
"2010-08-01";"9";"GORGO LAGO";"0.99"
"2010-09-01";"9";"GORGO LAGO";"0.96"
"2010-10-01";"9";"GORGO LAGO";"0.96"
"2010-10-31";"9";"GORGO LAGO";"0.93"
"2010-11-30";"9";"GORGO LAGO";"0.92"
"2010-12-31";"9";"GORGO LAGO";"0.89"
"2011-01-31";"9";"GORGO LAGO";"0.89"
"2011-02-28";"9";"GORGO LAGO";"0.56"
"2011-04-01";"9";"GORGO LAGO";"0.87"
"2011-05-01";"9";"GORGO LAGO";"1.30"
"2011-06-01";"9";"GORGO LAGO";"1.30"
"2011-07-01";"9";"GORGO LAGO";"1.16"
"2011-08-01";"9";"GORGO LAGO";"0.96"
"2011-09-01";"9";"GORGO LAGO";"0.77"
"2011-10-01";"9";"GORGO LAGO";"0.75"
"2011-10-31";"9";"GORGO LAGO";"0.70"
"2011-11-30";"9";"GORGO LAGO";"0.70"
"2011-12-31";"9";"GORGO LAGO";"0.73"
"2012-01-31";"9";"GORGO LAGO";"0.73"
"2012-02-29";"9";"GORGO LAGO";"0.75"
"2012-04-01";"9";"GORGO LAGO";"0.75"
"2012-05-01";"9";"GORGO LAGO";"0.82"
"2012-06-01";"9";"GORGO LAGO";"1.14"
"2012-07-01";"9";"GORGO LAGO";"0.97"
"2012-08-01";"9";"GORGO LAGO";"0.76"
"2012-09-01";"9";"GORGO LAGO";"0.70"
"2012-10-01";"9";"GORGO LAGO";"0.85"
"2012-10-31";"9";"GORGO LAGO";"0.60"
"2012-11-30";"9";"GORGO LAGO";"0.63"
"2012-12-31";"9";"GORGO LAGO";"0.63"
"2013-01-31";"9";"GORGO LAGO";"0.66"
"2013-02-28";"9";"GORGO LAGO";"0.69"
"2013-04-01";"9";"GORGO LAGO";"0.73"
"2013-05-01";"9";"GORGO LAGO";"0.71"
"2013-06-01";"9";"GORGO LAGO";"0.74"
"2013-07-01";"9";"GORGO LAGO";"0.80"
"2013-08-01";"9";"GORGO LAGO";"0.64"
"2013-09-01";"9";"GORGO LAGO";"0.51"
"2013-10-01";"9";"GORGO LAGO";"0.70"
"2013-10-31";"9";"GORGO LAGO";"1.09"
"2013-11-30";"9";"GORGO LAGO";"1.29"
"2013-12-31";"9";"GORGO LAGO";"1.28"
"2014-01-31";"9";"GORGO LAGO";"1.30"
"2014-02-28";"9";"GORGO LAGO";"1.30"
"2014-04-01";"9";"GORGO LAGO";"1.30"
"2014-05-01";"9";"GORGO LAGO";"1.30"
"2014-06-01";"9";"GORGO LAGO";"1.34"
"2014-07-01";"9";"GORGO LAGO";"1.21"
"2014-08-01";"9";"GORGO LAGO";"0.98"
"2014-09-01";"9";"GORGO LAGO";"0.75"
"2014-10-01";"9";"GORGO LAGO";"0.69"
"2014-10-31";"9";"GORGO LAGO";"0.63"
"2014-11-30";"9";"GORGO LAGO";"0.63"
"2014-12-31";"9";"GORGO LAGO";"0.66"
"2015-01-31";"9";"GORGO LAGO";"0.67"
"2015-02-28";"9";"GORGO LAGO";"0.77"
"2015-04-01";"9";"GORGO LAGO";"0.78"
"2015-05-01";"9";"GORGO LAGO";"0.74"
"2015-06-01";"9";"GORGO LAGO";"0.81"
"2015-07-01";"9";"GORGO LAGO";"0.77"
"2015-08-01";"9";"GORGO LAGO";"0.58"
"2015-09-01";"9";"GORGO LAGO";"0.45"
"2015-10-01";"9";"GORGO LAGO";"0.57"
"2015-10-31";"9";"GORGO LAGO";"0.54"
"2015-11-30";"9";"GORGO LAGO";"0.53"
"2015-12-31";"9";"GORGO LAGO";"0.51"
"2016-01-31";"9";"GORGO LAGO";"0.52"
"2016-02-29";"9";"GORGO LAGO";"0.54"
"2016-04-01";"9";"GORGO LAGO";"0.72"
"2016-05-01";"9";"GORGO LAGO";"1.05"
"2016-06-01";"9";"GORGO LAGO";"1.20"
"2016-07-01";"9";"GORGO LAGO";"1.02"
"2016-08-01";"9";"GORGO LAGO";"0.76"
"2016-09-01";"9";"GORGO LAGO";"0.46"
"2016-10-01";"9";"GORGO LAGO";"0.50"
"2016-10-31";"9";"GORGO LAGO";"0.52"
"2016-11-30";"9";"GORGO LAGO";"0.57"
"2016-12-31";"9";"GORGO LAGO";"0.56"
"2017-01-31";"9";"GORGO LAGO";"0.60"
"2017-02-28";"9";"GORGO LAGO";"0.62"
"2017-04-01";"9";"GORGO LAGO";"0.59"
"2017-05-01";"9";"GORGO LAGO";"0.58"
"2017-06-01";"9";"GORGO LAGO";"0.52"
"2017-07-01";"9";"GORGO LAGO";"0.53"
"2017-08-01";"9";"GORGO LAGO";"0.51"
"2017-09-01";"9";"GORGO LAGO";"0.50"
"2017-10-01";"9";"GORGO LAGO";"0.71"
"2017-10-31";"9";"GORGO LAGO";"0.64"
"2017-11-30";"9";"GORGO LAGO";"0.67"
"2017-12-31";"9";"GORGO LAGO";"0.68"
"2018-01-31";"9";"GORGO LAGO";"0.65"
"2018-02-28";"9";"GORGO LAGO";"0.72"
"2018-04-01";"9";"GORGO LAGO";"0.75"
"2018-05-01";"9";"GORGO LAGO";"0.73"
"2018-06-01";"9";"GORGO LAGO";"1.29"
"2018-07-01";"9";"GORGO LAGO";"1.24"
"2018-08-01";"9";"GORGO LAGO";"1.07"
"2018-09-01";"9";"GORGO LAGO";"0.96"
"2018-10-01";"9";"GORGO LAGO";"0.96"
"2018-10-31";"9";"GORGO LAGO";"0.98"
"2018-11-30";"9";"GORGO LAGO";"1.12"
"2018-12-31";"9";"GORGO LAGO";"1.11"
"2019-01-31";"9";"GORGO LAGO";"1.14"
"2019-02-28";"9";"GORGO LAGO";"1.12"
"2019-04-01";"9";"GORGO LAGO";"1.30"
"2019-05-01";"9";"GORGO LAGO";"1.28"
"2019-06-01";"9";"GORGO LAGO";"1.30"
"2019-07-01";"9";"GORGO LAGO";"1.18"
"2019-08-01";"9";"GORGO LAGO";"1.13"
"2019-09-01";"9";"GORGO LAGO";"1.00"
"2019-10-01";"9";"GORGO LAGO";"1.00"
"2019-10-31";"9";"GORGO LAGO";"1.04"
"2019-11-30";"9";"GORGO LAGO";"1.11"
"2019-12-31";"9";"GORGO LAGO";"1.12"
"2020-01-31";"9";"GORGO LAGO";"1.11"
"2020-02-29";"9";"GORGO LAGO";"1.08"
"2020-04-01";"9";"GORGO LAGO";"1.09"
"2020-05-01";"9";"GORGO LAGO";"1.07"
"2020-06-01";"9";"GORGO LAGO";"1.04"
"2020-07-01";"9";"GORGO LAGO";"1.05"
"2020-08-01";"9";"GORGO LAGO";"0.94"
"2020-09-01";"9";"GORGO LAGO";"0.83"
"2020-10-01";"9";"GORGO LAGO";"0.82"
"2020-10-31";"9";"GORGO LAGO";"0.82"
"2020-11-30";"9";"GORGO LAGO";"0.77"
"2020-12-31";"9";"GORGO LAGO";"0.82"
"2021-01-31";"9";"GORGO LAGO";"0.83"
"2021-02-28";"9";"GORGO LAGO";"0.82"
"2021-04-01";"9";"GORGO LAGO";"0.82"
"2021-05-01";"9";"GORGO LAGO";"0.79"
"2018-05-01";"10";"LENTINI";"99.45"
"2018-06-01";"10";"LENTINI";"97.66"
"2018-07-01";"10";"LENTINI";"94.30"
"2018-08-01";"10";"LENTINI";"82.26"
"2018-09-01";"10";"LENTINI";"80.94"
"2018-10-01";"10";"LENTINI";"76.10"
"2018-10-31";"10";"LENTINI";"79.17"
"2018-11-30";"10";"LENTINI";"76.59"
"2018-12-31";"10";"LENTINI";"74.50"
"2019-01-31";"10";"LENTINI";"72.58"
"2019-02-28";"10";"LENTINI";"87.08"
"2019-04-01";"10";"LENTINI";"100.27"
"2019-05-01";"10";"LENTINI";"99.45"
"2019-06-01";"10";"LENTINI";"98.28"
"2019-07-01";"10";"LENTINI";"94.66"
"2019-08-01";"10";"LENTINI";"90.31"
"2019-09-01";"10";"LENTINI";"83.85"
"2019-10-01";"10";"LENTINI";"80.21"
"2019-10-31";"10";"LENTINI";"80.31"
"2019-11-30";"10";"LENTINI";"80.50"
"2019-12-31";"10";"LENTINI";"79.53"
"2020-01-31";"10";"LENTINI";"78.81"
"2020-02-29";"10";"LENTINI";"77.62"
"2020-04-01";"10";"LENTINI";"91.21"
"2020-05-01";"10";"LENTINI";"100.27"
"2020-06-01";"10";"LENTINI";"97.93"
"2020-07-01";"10";"LENTINI";"94.94"
"2020-08-01";"10";"LENTINI";"90.49"
"2020-09-01";"10";"LENTINI";"85.88"
"2020-10-01";"10";"LENTINI";"84.30"
"2020-10-31";"10";"LENTINI";"82.71"
"2020-11-30";"10";"LENTINI";"83.30"
"2020-12-31";"10";"LENTINI";"82.71"
"2021-01-31";"10";"LENTINI";"83.76"
"2021-02-28";"10";"LENTINI";"91.43"
"2021-04-01";"10";"LENTINI";"99.24"
"2021-05-01";"10";"LENTINI";"99.45"
"2006-12-31";"11";"LEONE";"0.95"
"2007-01-31";"11";"LEONE";"0.95"
"2007-02-28";"11";"LEONE";"1.43"
"2007-04-01";"11";"LEONE";"3.42"
"2007-05-01";"11";"LEONE";"3.91"
"2007-06-01";"11";"LEONE";"3.86"
"2007-07-01";"11";"LEONE";"3.58"
"2007-08-01";"11";"LEONE";"3.10"
"2007-09-01";"11";"LEONE";"2.64"
"2007-10-01";"11";"LEONE";"2.21"
"2007-10-31";"11";"LEONE";"1.85"
"2007-11-30";"11";"LEONE";"1.19"
"2007-12-31";"11";"LEONE";"1.19"
"2008-01-31";"11";"LEONE";"0.98"
"2008-02-29";"11";"LEONE";"0.70"
"2008-04-01";"11";"LEONE";"2.34"
"2008-05-01";"11";"LEONE";"2.28"
"2008-06-01";"11";"LEONE";"1.66"
"2008-07-01";"11";"LEONE";"0.88"
"2008-08-01";"11";"LEONE";"0.64"
