"data";"diga_id";"diga_nome";"invaso_capacita_mln_m3"
"2012-07-01";"2";"ARANCIO";"25.67"
"2012-08-01";"2";"ARANCIO";"23.99"
"2012-09-01";"2";"ARANCIO";"22.55"
"2012-10-01";"2";"ARANCIO";"21.87"
"2012-10-31";"2";"ARANCIO";"22.05"
"2012-11-30";"2";"ARANCIO";"21.92"
"2012-12-31";"2";"ARANCIO";"22.13"
"2013-01-31";"2";"ARANCIO";"28.58"
"2013-02-28";"2";"ARANCIO";"26.69"
"2013-04-01";"2";"ARANCIO";"26.80"
"2013-05-01";"2";"ARANCIO";"27.40"
"2013-06-01";"2";"ARANCIO";"26.51"
"2013-07-01";"2";"ARANCIO";"24.23"
"2013-08-01";"2";"ARANCIO";"22.90"
"2013-09-01";"2";"ARANCIO";"22.40"
"2013-10-01";"2";"ARANCIO";"21.61"
"2013-10-31";"2";"ARANCIO";"20.46"
"2013-11-30";"2";"ARANCIO";"20.83"
"2013-12-31";"2";"ARANCIO";"21.31"
"2014-01-31";"2";"ARANCIO";"24.71"
"2014-02-28";"2";"ARANCIO";"26.71"
"2014-04-01";"2";"ARANCIO";"28.85"
"2014-05-01";"2";"ARANCIO";"27.91"
"2014-06-01";"2";"ARANCIO";"27.43"
"2014-07-01";"2";"ARANCIO";"25.70"
"2014-08-01";"2";"ARANCIO";"24.18"
"2014-09-01";"2";"ARANCIO";"23.71"
"2014-10-01";"2";"ARANCIO";"22.71"
"2014-10-31";"2";"ARANCIO";"22.16"
"2014-11-30";"2";"ARANCIO";"23.09"
"2014-12-31";"2";"ARANCIO";"23.85"
"2015-01-31";"2";"ARANCIO";"25.41"
"2015-02-28";"2";"ARANCIO";"29.29"
"2015-04-01";"2";"ARANCIO";"29.29"
"2015-05-01";"2";"ARANCIO";"29.29"
"2015-06-01";"2";"ARANCIO";"27.76"
"2015-07-01";"2";"ARANCIO";"27.22"
"2015-08-01";"2";"ARANCIO";"24.96"
"2015-09-01";"2";"ARANCIO";"24.04"
"2015-10-01";"2";"ARANCIO";"23.96"
"2015-10-31";"2";"ARANCIO";"25.13"
"2015-11-30";"2";"ARANCIO";"25.88"
"2015-12-31";"2";"ARANCIO";"26.16"
"2016-01-31";"2";"ARANCIO";"26.80"
"2016-02-29";"2";"ARANCIO";"27.22"
"2016-04-01";"2";"ARANCIO";"28.52"
"2016-05-01";"2";"ARANCIO";"28.06"
"2016-06-01";"2";"ARANCIO";"27.43"
"2016-07-01";"2";"ARANCIO";"26.57"
"2016-08-01";"2";"ARANCIO";"24.85"
"2016-09-01";"2";"ARANCIO";"24.02"
"2016-10-01";"2";"ARANCIO";"22.40"
"2016-10-31";"2";"ARANCIO";"21.90"
"2016-11-30";"2";"ARANCIO";"22.24"
"2016-12-31";"2";"ARANCIO";"21.93"
"2017-01-31";"2";"ARANCIO";"30.00"
"2017-02-28";"2";"ARANCIO";"25.65"
"2017-04-01";"2";"ARANCIO";"24.71"
"2017-05-01";"2";"ARANCIO";"24.80"
"2017-06-01";"2";"ARANCIO";"24.07"
"2017-07-01";"2";"ARANCIO";"23.15"
"2017-08-01";"2";"ARANCIO";"21.39"
"2017-09-01";"2";"ARANCIO";"19.91"
"2017-10-01";"2";"ARANCIO";"20.04"
"2017-10-31";"2";"ARANCIO";"19.55"
"2017-11-30";"2";"ARANCIO";"19.65"
"2017-12-31";"2";"ARANCIO";"19.33"
"2018-01-31";"2";"ARANCIO";"19.28"
"2018-02-28";"2";"ARANCIO";"24.07"
"2018-04-01";"2";"ARANCIO";"26.48"
"2018-05-01";"2";"ARANCIO";"24.68"
"2018-06-01";"2";"ARANCIO";"24.27"
"2018-07-01";"2";"ARANCIO";"22.29"
"2018-08-01";"2";"ARANCIO";"20.85"
"2018-09-01";"2";"ARANCIO";"20.01"
"2018-10-01";"2";"ARANCIO";"19.40"
"2018-10-31";"2";"ARANCIO";"19.33"
"2018-11-30";"2";"ARANCIO";"25.19"
"2018-12-31";"2";"ARANCIO";"24.52"
"2019-01-31";"2";"ARANCIO";"27.61"
"2019-02-28";"2";"ARANCIO";"24.80"
"2019-04-01";"2";"ARANCIO";"24.43"
"2019-05-01";"2";"ARANCIO";"24.71"
"2019-06-01";"2";"ARANCIO";"24.32"
"2019-07-01";"2";"ARANCIO";"23.99"
"2019-08-01";"2";"ARANCIO";"22.64"
"2019-09-01";"2";"ARANCIO";"21.34"
"2019-10-01";"2";"ARANCIO";"20.96"
"2019-10-31";"2";"ARANCIO";"21.62"
"2019-11-30";"2";"ARANCIO";"25.88"
"2019-12-31";"2";"ARANCIO";"24.82"
"2020-01-31";"2";"ARANCIO";"24.49"
"2020-02-29";"2";"ARANCIO";"24.13"
"2020-04-01";"2";"ARANCIO";"25.00"
"2020-05-01";"2";"ARANCIO";"24.80"
"2020-06-01";"2";"ARANCIO";"23.42"
"2020-07-01";"2";"ARANCIO";"20.60"
"2020-08-01";"2";"ARANCIO";"17.25"
"2020-09-01";"2";"ARANCIO";"14.58"
"2020-10-01";"2";"ARANCIO";"13.69"
"2020-10-31";"2";"ARANCIO";"12.89"
"2020-11-30";"2";"ARANCIO";"11.62"
"2020-12-31";"2";"ARANCIO";"13.87"
"2021-01-31";"2";"ARANCIO";"15.27"
"2021-02-28";"2";"ARANCIO";"17.95"
"2021-04-01";"2";"ARANCIO";"20.58"
"2021-05-01";"2";"ARANCIO";"22.29"
"2006-12-31";"3";"CASTELLO";"11.18"
"2007-01-31";"3";"CASTELLO";"11.43"
"2007-02-28";"3";"CASTELLO";"11.77"
"2007-04-01";"3";"CASTELLO";"14.19"
"2007-05-01";"3";"CASTELLO";"17.91"
"2007-06-01";"3";"CASTELLO";"17.92"
"2007-07-01";"3";"CASTELLO";"16.09"
"2007-08-01";"3";"CASTELLO";"12.83"
"2007-09-01";"3";"CASTELLO";"9.66"
"2007-10-01";"3";"CASTELLO";"7.82"
"2007-10-31";"3";"CASTELLO";"7.40"
"2007-11-30";"3";"CASTELLO";"7.60"
"2007-12-31";"3";"CASTELLO";"8.98"
"2008-01-31";"3";"CASTELLO";"10.22"
"2008-02-29";"3";"CASTELLO";"11.17"
"2008-04-01";"3";"CASTELLO";"14.18"
"2008-05-01";"3";"CASTELLO";"15.42"
"2008-06-01";"3";"CASTELLO";"15.19"
"2008-07-01";"3";"CASTELLO";"12.05"
"2008-08-01";"3";"CASTELLO";"8.42"
"2008-09-01";"3";"CASTELLO";"4.81"
"2008-10-01";"3";"CASTELLO";"3.65"
"2008-10-31";"3";"CASTELLO";"3.53"
"2008-11-30";"3";"CASTELLO";"3.57"
"2008-12-31";"3";"CASTELLO";"4.28"
"2009-01-31";"3";"CASTELLO";"13.25"
"2009-02-28";"3";"CASTELLO";"18.84"
"2009-04-01";"3";"CASTELLO";"21.00"
"2009-05-01";"3";"CASTELLO";"20.94"
"2009-06-01";"3";"CASTELLO";"20.88"
"2009-07-01";"3";"CASTELLO";"18.98"
"2009-08-01";"3";"CASTELLO";"15.48"
"2009-09-01";"3";"CASTELLO";"12.37"
"2009-10-01";"3";"CASTELLO";"11.91"
"2009-10-31";"3";"CASTELLO";"14.71"
"2009-11-30";"3";"CASTELLO";"15.91"
"2009-12-31";"3";"CASTELLO";"18.86"
"2010-01-31";"3";"CASTELLO";"21.14"
"2010-02-28";"3";"CASTELLO";"21.00"
"2010-04-01";"3";"CASTELLO";"20.99"
"2010-05-01";"3";"CASTELLO";"20.96"
"2010-06-01";"3";"CASTELLO";"20.86"
"2010-07-01";"3";"CASTELLO";"18.69"
"2010-08-01";"3";"CASTELLO";"15.23"
"2010-09-01";"3";"CASTELLO";"12.60"
"2010-10-01";"3";"CASTELLO";"11.48"
"2010-10-31";"3";"CASTELLO";"12.29"
"2010-11-30";"3";"CASTELLO";"13.07"
"2010-12-31";"3";"CASTELLO";"13.52"
"2011-01-31";"3";"CASTELLO";"14.61"
"2011-02-28";"3";"CASTELLO";"19.06"
"2011-04-01";"3";"CASTELLO";"20.96"
"2011-05-01";"3";"CASTELLO";"20.89"
"2011-06-01";"3";"CASTELLO";"20.56"
"2011-07-01";"3";"CASTELLO";"18.56"
"2011-08-01";"3";"CASTELLO";"14.86"
"2011-09-01";"3";"CASTELLO";"11.64"
"2011-10-01";"3";"CASTELLO";"9.91"
"2011-10-31";"3";"CASTELLO";"9.73"
"2011-11-30";"3";"CASTELLO";"10.05"
"2011-12-31";"3";"CASTELLO";"11.84"
"2012-01-31";"3";"CASTELLO";"13.60"
"2012-02-29";"3";"CASTELLO";"19.49"
"2012-04-01";"3";"CASTELLO";"20.91"
"2012-05-01";"3";"CASTELLO";"20.88"
"2012-06-01";"3";"CASTELLO";"20.03"
"2012-07-01";"3";"CASTELLO";"16.82"
"2012-08-01";"3";"CASTELLO";"12.93"
"2012-09-01";"3";"CASTELLO";"9.28"
"2012-10-01";"3";"CASTELLO";"7.07"
"2012-10-31";"3";"CASTELLO";"8.64"
"2012-11-30";"3";"CASTELLO";"9.44"
"2012-12-31";"3";"CASTELLO";"11.58"
"2013-01-31";"3";"CASTELLO";"20.44"
"2013-02-28";"3";"CASTELLO";"19.37"
"2013-04-01";"3";"CASTELLO";"20.95"
"2013-05-01";"3";"CASTELLO";"20.45"
"2013-06-01";"3";"CASTELLO";"20.17"
"2013-07-01";"3";"CASTELLO";"17.62"
"2013-08-01";"3";"CASTELLO";"14.25"
"2013-09-01";"3";"CASTELLO";"12.04"
"2013-10-01";"3";"CASTELLO";"11.83"
"2013-10-31";"3";"CASTELLO";"11.18"
"2013-11-30";"3";"CASTELLO";"11.31"
"2013-12-31";"3";"CASTELLO";"11.99"
"2014-01-31";"3";"CASTELLO";"15.73"
"2014-02-28";"3";"CASTELLO";"19.69"
"2014-04-01";"3";"CASTELLO";"19.77"
"2014-05-01";"3";"CASTELLO";"19.87"
"2014-06-01";"3";"CASTELLO";"20.16"
"2014-07-01";"3";"CASTELLO";"18.42"
"2014-08-01";"3";"CASTELLO";"15.14"
"2014-09-01";"3";"CASTELLO";"12.16"
"2014-10-01";"3";"CASTELLO";"9.53"
"2014-10-31";"3";"CASTELLO";"7.73"
"2014-11-30";"3";"CASTELLO";"7.81"
"2014-12-31";"3";"CASTELLO";"8.33"
"2015-01-31";"3";"CASTELLO";"10.72"
"2015-02-28";"3";"CASTELLO";"21.00"
"2015-04-01";"3";"CASTELLO";"20.96"
"2015-05-01";"3";"CASTELLO";"20.92"
"2015-06-01";"3";"CASTELLO";"20.63"
"2015-07-01";"3";"CASTELLO";"18.42"
"2015-08-01";"3";"CASTELLO";"15.10"
"2015-09-01";"3";"CASTELLO";"12.24"
"2015-10-01";"3";"CASTELLO";"10.56"
"2015-10-31";"3";"CASTELLO";"12.10"
"2015-11-30";"3";"CASTELLO";"12.67"
"2015-12-31";"3";"CASTELLO";"13.02"
"2016-01-31";"3";"CASTELLO";"13.72"
"2016-02-29";"3";"CASTELLO";"15.91"
"2016-04-01";"3";"CASTELLO";"18.76"
"2016-05-01";"3";"CASTELLO";"19.25"
"2016-06-01";"3";"CASTELLO";"19.47"
"2016-07-01";"3";"CASTELLO";"15.88"
"2016-08-01";"3";"CASTELLO";"12.59"
"2016-09-01";"3";"CASTELLO";"12.24"
"2016-10-01";"3";"CASTELLO";"7.36"
"2016-10-31";"3";"CASTELLO";"6.39"
"2016-11-30";"3";"CASTELLO";"9.76"
"2016-12-31";"3";"CASTELLO";"10.49"
"2017-01-31";"3";"CASTELLO";"19.55"
"2017-02-28";"3";"CASTELLO";"19.74"
"2017-04-01";"3";"CASTELLO";"19.74"
"2017-05-01";"3";"CASTELLO";"19.91"
"2017-06-01";"3";"CASTELLO";"19.12"
"2017-07-01";"3";"CASTELLO";"16.12"
"2017-08-01";"3";"CASTELLO";"12.52"
"2017-09-01";"3";"CASTELLO";"9.13"
"2017-10-01";"3";"CASTELLO";"7.36"
"2017-10-31";"3";"CASTELLO";"6.13"
"2017-11-30";"3";"CASTELLO";"6.22"
"2017-12-31";"3";"CASTELLO";"6.37"
"2018-01-31";"3";"CASTELLO";"7.35"
"2018-02-28";"3";"CASTELLO";"12.71"
"2018-04-01";"3";"CASTELLO";"17.28"
"2018-05-01";"3";"CASTELLO";"18.58"
"2018-06-01";"3";"CASTELLO";"19.01"
"2018-07-01";"3";"CASTELLO";"17.59"
"2018-08-01";"3";"CASTELLO";"14.32"
"2018-09-01";"3";"CASTELLO";"12.18"
"2018-10-01";"3";"CASTELLO";"10.83"
"2018-10-31";"3";"CASTELLO";"11.49"
"2018-11-30";"3";"CASTELLO";"18.96"
"2018-12-31";"3";"CASTELLO";"18.63"
"2019-01-31";"3";"CASTELLO";"18.72"
"2019-02-28";"3";"CASTELLO";"19.01"
"2019-04-01";"3";"CASTELLO";"19.49"
"2019-05-01";"3";"CASTELLO";"19.49"
"2019-06-01";"3";"CASTELLO";"20.09"
"2019-07-01";"3";"CASTELLO";"18.43"
"2019-08-01";"3";"CASTELLO";"15.04"
"2019-09-01";"3";"CASTELLO";"12.00"
"2019-10-01";"3";"CASTELLO";"11.55"
"2019-10-31";"3";"CASTELLO";"11.03"
"2019-11-30";"3";"CASTELLO";"15.39"
"2019-12-31";"3";"CASTELLO";"19.55"
"2020-01-31";"3";"CASTELLO";"19.49"
"2020-02-29";"3";"CASTELLO";"19.61"
"2020-04-01";"3";"CASTELLO";"19.35"
"2020-05-01";"3";"CASTELLO";"19.66"
"2020-06-01";"3";"CASTELLO";"18.50"
"2020-07-01";"3";"CASTELLO";"15.86"
"2020-08-01";"3";"CASTELLO";"12.66"
"2020-09-01";"3";"CASTELLO";"9.90"
"2020-10-01";"3";"CASTELLO";"8.37"
"2020-10-31";"3";"CASTELLO";"6.84"
"2020-11-30";"3";"CASTELLO";"5.98"
"2020-12-31";"3";"CASTELLO";"7.55"
"2021-01-31";"3";"CASTELLO";"10.05"
"2021-02-28";"3";"CASTELLO";"12.96"
"2021-04-01";"3";"CASTELLO";"14.70"
"2021-05-01";"3";"CASTELLO";"15.58"
"2006-12-31";"4";"CIMIA";"4.40"
"2007-01-31";"4";"CIMIA";"4.40"
"2007-02-28";"4";"CIMIA";"4.30"
"2007-04-01";"4";"CIMIA";"6.00"
"2007-05-01";"4";"CIMIA";"8.35"
"2007-06-01";"4";"CIMIA";"8.35"
"2007-07-01";"4";"CIMIA";"8.75"
"2007-08-01";"4";"CIMIA";"8.00"
"2007-09-01";"4";"CIMIA";"5.30"
"2007-10-01";"4";"CIMIA";"4.10"
"2007-10-31";"4";"CIMIA";"3.90"
"2007-11-30";"4";"CIMIA";"4.40"
"2007-12-31";"4";"CIMIA";"4.60"
"2008-01-31";"4";"CIMIA";"4.70"
"2008-02-29";"4";"CIMIA";"5.10"
"2008-04-01";"4";"CIMIA";"5.70"
"2008-05-01";"4";"CIMIA";"8.10"
"2008-06-01";"4";"CIMIA";"8.60"
"2008-07-01";"4";"CIMIA";"7.40"
"2008-08-01";"4";"CIMIA";"6.20"
"2008-09-01";"4";"CIMIA";"5.10"
"2008-10-01";"4";"CIMIA";"3.80"
"2008-10-31";"4";"CIMIA";"2.20"
"2008-11-30";"4";"CIMIA";"2.50"
"2008-12-31";"4";"CIMIA";"3.60"
"2009-01-31";"4";"CIMIA";"8.26"
"2009-02-28";"4";"CIMIA";"8.00"
"2009-04-01";"4";"CIMIA";"8.25"
"2009-05-01";"4";"CIMIA";"8.35"
"2009-06-01";"4";"CIMIA";"8.20"
"2009-07-01";"4";"CIMIA";"8.15"
"2009-08-01";"4";"CIMIA";"8.05"
"2009-09-01";"4";"CIMIA";"6.70"
"2009-10-01";"4";"CIMIA";"6.00"
"2009-10-31";"4";"CIMIA";"7.10"
"2009-11-30";"4";"CIMIA";"8.02"
"2009-12-31";"4";"CIMIA";"8.10"
"2010-01-31";"4";"CIMIA";"7.42"
"2010-02-28";"4";"CIMIA";"7.46"
"2010-04-01";"4";"CIMIA";"9.81"
